TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPct_num,PaymentType_cat
63,5/4/25,1068,2018,401,0.0,2169.04,0.07,Credit
64,5/4/25,1042,2039,403,3.0,2929.32,0.17,GiftCard
65,5/4/25,1031,2059,403,3.0,0,0.04,Credit
66,5/4/25,1069,2064,404,3.0,1470.2,0.2,Cash
67,5/4/25,1020,2076,401,3.0,4836.42,0,PayPal
68,5/4/25,1188,2041,403,0.0,1608.42,0.09,Credit
69,5/4/25,1023,2029,401,2.0,0,0.11,Credit
70,5/4/25,1147,2005,402,3.0,0,0.08,Credit
71,5/4/25,1132,2083,404,2.0,614.53,0.19,GiftCard
72,5/4/25,1046,2074,404,3.0,659.5,0.18,Credit
73,5/4/25,1023,2060,403,3.0,1225.14,0.13,PayPal
74,5/4/25,1085,2041,401,1.0,1447.58,0.17,Credit
75,5/4/25,1084,2052,404,2.0,2925.04,0.16,PayPal
76,5/4/25,1169,2051,401,3.0,117.32,0.03,Cash
77,5/4/25,1022,2040,403,2.0,55.26,0.05,Credit
78,5/4/25,1029,2098,404,0.0,3631.44,0,Cash
79,5/4/25,1168,2069,404,3.0,232.39,0.1,GiftCard
80,5/4/25,1013,2024,403,3.0,372.81,0.01,GiftCard
81,5/4/25,1160,2056,401,1.0,472.25,0.19,Credit
82,5/4/25,1068,2070,402,2.0,109.38,0.15,Credit
83,5/4/25,1112,2089,404,0.0,2067.6,0.12,Cash
84,5/4/25,1007,2080,402,1.0,1498.07,0.12,Credit
85,5/4/25,1079,2070,401,3.0,34.18,0.13,PayPal
86,5/4/25,1023,2028,401,3.0,2551.76,0.2,GiftCard
87,5/4/25,1030,2082,402,3.0,799.8,0.07,PayPal
88,5/4/25,1183,2037,403,3.0,2160.84,0.14,GiftCard
89,5/4/25,1123,2060,402,3.0,2450.28,0.14,GiftCard
90,5/4/25,1141,2018,404,1.0,2440.17,0.2,GiftCard
91,5/4/25,1153,2065,402,0.0,470.34,0.2,Cash
92,5/4/25,1070,2098,404,2.0,0,0.04,GiftCard
93,5/4/25,1129,2034,401,2.0,108.94,0.16,GiftCard
94,5/4/25,1185,2038,404,1.0,1667.72,0.02,Cash
95,5/4/25,1114,2068,404,2.0,656.19,0.05,GiftCard
96,5/4/25,1085,2070,404,3.0,0,0.15,Credit
97,5/4/25,1082,2024,402,3.0,372.81,0.1,PayPal
98,5/4/25,1059,2099,404,0.0,1292.64,0,PayPal
99,5/4/25,1081,2095,404,3.0,490.79,0.09,Cash
100,5/4/25,1098,2084,402,3.0,0,0.04,GiftCard
101,5/4/25,1009,2016,403,0.0,969.06,0.13,Credit
102,5/4/25,1112,2012,404,0.0,1869.57,0.18,Credit
103,5/4/25,1184,2018,404,1.0,488.03,0.16,Credit
104,5/4/25,1019,2060,403,2.0,0,0.2,Cash
105,5/4/25,1159,2088,404,0.0,0,0.07,PayPal
106,5/4/25,1084,2086,404,2.0,2861.12,0.02,GiftCard
107,5/4/25,1160,2091,404,0.0,905.79,0.16,GiftCard
108,5/4/25,1158,2008,402,2.0,159.82,0.05,Cash
109,5/4/25,1058,2095,401,3.0,2453.95,0.14,PayPal
110,5/4/25,1025,2097,401,3.0,842.1,0.04,GiftCard
111,5/4/25,1042,2088,403,0.0,709.35,0.18,GiftCard
112,5/4/25,1011,2041,401,2.0,0,0.17,Cash
113,5/4/25,1091,2047,404,1.0,0,0.14,Cash
114,5/4/25,1062,2067,404,1.0,0,0.17,Cash
115,5/4/25,1043,2022,401,3.0,2684.72,0.08,GiftCard
116,5/4/25,1158,2087,402,3.0,477.96,0.14,Cash
117,5/4/25,1149,2018,402,3.0,1626.78,0.2,GiftCard
118,5/4/25,1163,2032,404,2.0,756.48,0.06,Credit
119,5/4/25,1170,2001,404,2.0,659.76,0.13,Credit
120,5/4/25,1173,2069,402,0.0,464.78,0.04,Credit
121,5/4/25,1113,2044,403,3.0,0,0,Credit
122,5/4/25,1176,2032,404,2.0,756.48,0.12,GiftCard
123,5/4/25,1050,2049,404,0.0,2819.52,0.09,Cash
124,5/4/25,1060,2048,403,2.0,1144.42,0.16,PayPal
125,5/4/25,1179,2037,401,3.0,1440.56,0.12,GiftCard
126,5/4/25,1070,2001,401,3.0,0,0.18,Cash
127,5/4/25,1073,2099,402,2.0,0,0.16,GiftCard
128,5/4/25,1056,2081,402,2.0,0,0.17,PayPal
129,5/4/25,1173,2096,402,0.0,672.18,0.14,Cash
130,5/4/25,1160,2082,401,2.0,426.56,0.11,PayPal
131,5/4/25,1112,2004,403,1.0,1669.05,0.06,PayPal
132,5/4/25,1023,2037,403,3.0,2160.84,0.11,Cash
133,5/4/25,1044,2025,402,2.0,223.7,0.03,GiftCard
134,5/4/25,1135,2064,403,1.0,793.91,0.2,GiftCard
135,5/4/25,1065,2061,403,2.0,639.74,0.04,PayPal
136,5/4/25,1029,2059,401,1.0,921.69,0.2,Credit
137,5/4/25,1193,2028,404,2.0,1531.06,0.01,Cash
138,5/4/25,1023,2050,401,2.0,298.85,0.13,Cash
139,5/4/25,1137,2015,404,2.0,539.98,0.18,PayPal
140,5/4/25,1172,2095,403,3.0,2453.95,0.06,PayPal
141,5/4/25,1163,2047,401,1.0,301.48,0.06,GiftCard
142,5/4/25,1120,2003,403,1.0,1039.99,0.14,PayPal
143,5/4/25,1165,2008,404,2.0,53.27,0.08,Cash
144,5/4/25,1166,2052,401,1.0,658.13,0.2,GiftCard
145,5/4/25,1011,2004,403,3.0,3709,0.05,GiftCard
146,5/4/25,1029,2012,402,1.0,0,0.18,Credit
147,5/4/25,1099,2058,403,3.0,666.75,0.08,PayPal
148,5/4/25,1150,2095,402,3.0,490.79,0.1,GiftCard
149,5/4/25,1167,2012,404,3.0,0,0.17,GiftCard
150,5/4/25,1071,2004,403,1.0,834.52,0.18,GiftCard
151,5/4/25,1113,2056,402,2.0,839.55,0.07,Credit
152,5/4/25,1025,2087,403,2.0,0,0.15,PayPal
153,5/4/25,1015,2050,403,1.0,504.31,0.15,PayPal
154,5/4/25,1031,2058,401,1.0,2400.3,0.08,Credit
155,5/4/25,1164,2081,401,0.0,2984.88,0.09,Credit
156,5/4/25,1085,2031,402,1.0,508.77,0.14,Cash
157,5/4/25,1017,2097,402,1.0,757.89,0.2,Credit
158,5/4/25,1059,2042,402,0.0,0,0.16,Cash
159,5/4/25,1070,2018,402,2.0,0,0.13,GiftCard
160,5/4/25,1044,2014,401,1.0,886.68,0.12,Credit
161,5/4/25,1003,2045,402,2.0,499.42,0.16,Credit
162,5/4/25,1004,2022,403,0.0,671.18,0.1,Credit
163,5/4/25,1032,2094,404,0.0,493.35,0.19,PayPal
164,5/4/25,1190,2008,404,3.0,266.36,0.18,PayPal
165,5/4/25,1199,2046,401,3.0,167.15,0.11,PayPal
166,5/4/25,1128,2028,401,2.0,2041.41,0.19,PayPal
167,5/4/25,1117,2082,401,0.0,799.8,0.1,PayPal
168,5/4/25,1122,2051,404,0.0,234.64,0.03,Cash
169,5/4/25,1125,2091,404,0.0,1811.58,0.04,Cash
170,5/4/25,1020,2041,402,0.0,0,0.05,GiftCard
171,5/4/25,1032,2035,403,3.0,4499.95,0.2,GiftCard
172,5/4/25,1152,2067,403,3.0,872.85,0.17,Cash
173,5/4/25,1129,2077,404,0.0,2809.15,0.2,Cash
174,5/4/25,1179,2014,402,3.0,738.9,0.11,Cash
175,5/4/25,1115,2029,404,2.0,0,0.13,Cash
176,5/4/25,1116,2051,404,0.0,351.96,0.2,Credit
177,5/4/25,1080,2054,403,2.0,3602.04,0.12,GiftCard
178,5/4/25,1095,2019,404,0.0,933.93,0.06,GiftCard
179,5/4/25,1023,2010,401,3.0,0,0.18,Cash
180,5/4/25,1024,2095,403,1.0,3533.69,0,GiftCard
181,5/4/25,1142,2007,403,0.0,583.39,0.18,PayPal
182,5/4/25,1105,2045,404,0.0,624.28,0.09,Cash
183,5/4/25,1073,2076,403,2.0,1934.57,0.05,PayPal
184,5/4/25,1026,2073,402,1.0,1797.95,0.2,Cash
185,5/4/25,1168,2061,402,0.0,599.76,0,Cash
186,5/4/25,1089,2071,403,0.0,0,0.01,Cash
187,5/4/25,1195,2035,402,3.0,0,0.07,Cash
188,5/4/25,1143,2098,401,2.0,2178.86,0.03,PayPal
189,5/4/25,1007,2023,403,2.0,751.63,0.01,Cash
190,5/4/25,1086,2044,401,1.0,373.64,0.08,Credit
191,5/4/25,1036,2072,404,0.0,1260.9,0.16,Cash
192,5/4/25,1036,2094,401,0.0,2466.75,0.2,Cash
193,5/4/25,1191,2067,402,3.0,872.85,0.12,PayPal
194,5/4/25,1107,2058,403,1.0,1800.22,0.01,PayPal
195,5/4/25,1094,2039,403,0.0,1952.88,0.14,PayPal
196,5/4/25,1013,2019,402,0.0,0,0.18,GiftCard
197,5/4/25,1172,2010,403,3.0,0,0.13,PayPal
198,5/4/25,1169,2054,404,3.0,900.51,0.06,Credit
199,5/4/25,1106,2034,402,0.0,136.17,0.08,Credit
200,5/4/25,1088,2055,401,2.0,129.46,0.19,GiftCard
201,5/4/25,1173,2086,404,2.0,715.28,0.08,Cash
202,5/4/25,1011,2028,404,0.0,0,0.1,Credit
203,5/4/25,1001,2026,403,1.0,190.4,0.19,PayPal
204,5/4/25,1196,2017,403,2.0,370.96,0.1,PayPal
205,5/4/25,1083,2015,401,3.0,0,0.12,Cash
206,5/4/25,1191,2055,402,1.0,48.55,0.14,PayPal
207,5/4/25,1097,2068,402,2.0,1312.38,0,Cash
208,5/4/25,1018,2050,401,3.0,0,0.03,Credit
209,5/4/25,1004,2058,401,2.0,1066.8,0.05,GiftCard
210,5/4/25,1147,2054,404,3.0,2701.53,0.13,Credit
211,5/4/25,1074,2014,404,0.0,738.9,0.09,Cash
212,5/4/25,1083,2021,404,2.0,668.33,0.12,GiftCard
213,5/4/25,1022,2055,401,1.0,97.09,0.18,GiftCard
214,5/4/25,1111,2075,404,0.0,1561.28,0.06,Cash
215,5/4/25,1101,2039,403,1.0,2636.39,0.19,Cash
216,5/4/25,1085,2099,402,0.0,646.32,0.09,GiftCard
217,5/4/25,1130,2081,401,1.0,1343.2,0.12,Cash
218,5/4/25,1198,2044,403,1.0,186.82,0.1,Cash
219,5/4/25,1060,2013,402,2.0,0,0.08,PayPal
220,5/4/25,1050,2022,402,0.0,671.18,0.15,GiftCard
221,5/4/25,1045,2098,404,3.0,907.86,0.11,PayPal
222,5/4/25,1193,2072,404,2.0,1681.2,0.08,Cash
223,5/4/25,1160,2040,402,3.0,138.16,0.03,Cash
224,5/4/25,1017,2060,404,2.0,0,0.09,Cash
225,5/4/25,1070,2075,401,2.0,624.51,0.14,PayPal
226,5/4/25,1129,2009,403,3.0,198.93,0.07,GiftCard
227,5/4/25,1115,2004,401,2.0,2225.4,0.01,PayPal
228,5/4/25,1073,2009,401,3.0,66.31,0.09,Cash
229,5/4/25,1118,2074,401,3.0,659.5,0,GiftCard
230,5/4/25,1146,2083,402,2.0,614.53,0.1,PayPal
231,5/4/25,1154,2060,402,0.0,408.38,0.13,Cash
232,5/4/25,1115,2013,403,0.0,2806.08,0.14,Credit
233,5/4/25,1129,2082,402,0.0,1066.4,0.17,Credit
234,5/4/25,1063,2090,404,3.0,71.64,0.12,Cash
235,5/4/25,1134,2066,402,2.0,1238.54,0.02,GiftCard
236,5/4/25,1095,2036,404,3.0,653.94,0.1,PayPal
237,5/4/25,1198,2043,401,2.0,1397.52,0.01,Credit
238,5/4/25,1016,2042,401,3.0,0,0.05,Cash
239,5/4/25,1072,2032,402,2.0,1512.96,0.13,GiftCard
240,5/4/25,1020,2074,402,2.0,527.6,0.07,Cash
241,5/4/25,1079,2083,404,1.0,691.34,0.01,GiftCard
242,5/4/25,1152,2090,401,2.0,57.31,0.05,Cash
243,5/4/25,1143,2048,403,1.0,0,0.11,Credit
244,5/4/25,1171,2089,401,3.0,1654.08,0.19,Cash
245,5/4/25,1130,2046,401,2.0,106.98,0.09,PayPal
246,5/4/25,1079,2023,402,2.0,3006.53,0.01,Cash
247,5/4/25,1196,2062,402,1.0,1114.85,0.19,PayPal
248,5/4/25,1035,2019,401,2.0,0,0.03,Cash
249,5/4/25,1025,2064,401,2.0,705.7,0.06,GiftCard
250,5/4/25,1196,2079,402,3.0,2851.62,0.04,Credit
251,5/4/25,1039,2020,402,1.0,338.25,0.05,Credit
252,5/4/25,1184,2056,401,3.0,1574.16,0.2,PayPal
253,5/4/25,1093,2086,402,3.0,3576.4,0.2,GiftCard
254,5/4/25,1156,2036,404,1.0,392.36,0.11,PayPal
255,5/4/25,1136,2030,403,3.0,509.91,0.2,PayPal
256,5/4/25,1049,2047,404,3.0,1674.9,0.13,Credit
257,5/4/25,1196,2036,404,3.0,0,0.17,Cash
258,5/4/25,1041,2025,402,2.0,671.09,0.05,PayPal
259,5/4/25,1013,2082,404,2.0,1066.4,0.1,Credit
260,5/4/25,1141,2013,401,2.0,748.29,0.18,Credit
261,5/4/25,1021,2097,402,2.0,673.68,0.05,Cash
262,5/4/25,1115,2065,402,3.0,1881.36,0.06,Cash
263,5/4/25,1023,2028,404,2.0,510.35,0.13,Credit
264,5/4/25,1006,2053,401,3.0,610.15,0.14,PayPal
265,5/4/25,1128,2047,402,3.0,1004.94,0.12,PayPal
266,5/4/25,1020,2047,402,0.0,669.96,0.06,Cash
267,5/4/25,1081,2012,403,1.0,1682.61,0.18,Credit
268,5/4/25,1035,2004,403,3.0,927.25,0.16,GiftCard
269,5/4/25,1178,2017,404,3.0,1854.8,0.1,Credit
270,5/4/25,1157,2000,401,0.0,1938.62,0.13,PayPal
271,5/4/25,1065,2027,402,3.0,775.83,0.08,PayPal
272,5/4/25,1028,2099,403,1.0,3490.13,0.01,PayPal
273,5/4/25,1077,2015,401,1.0,1822.42,0.13,Credit
274,5/4/25,1107,2081,404,0.0,2238.66,0.19,Credit
275,5/4/25,1028,2063,401,1.0,994.43,0.07,PayPal
276,5/4/25,1183,2018,403,3.0,2711.3,0.18,PayPal
277,5/4/25,1000,2078,403,1.0,0,0.18,PayPal
278,5/4/25,1146,2053,402,0.0,1220.3,0.07,GiftCard
279,5/4/25,1134,2046,401,0.0,33.43,0.11,Cash
280,5/4/25,1099,2060,401,3.0,1633.52,0.11,GiftCard
281,5/4/25,1095,2032,401,2.0,1512.96,0.02,Credit
282,5/4/25,1017,2044,402,0.0,207.58,0.17,GiftCard
283,5/4/25,1197,2074,403,1.0,593.55,0.11,PayPal
284,5/4/25,1011,2045,403,1.0,842.78,0.01,Cash
285,5/4/25,1199,2087,404,3.0,159.32,0.15,GiftCard
286,5/4/25,1161,2023,402,0.0,939.54,0.14,Credit
287,5/4/25,1183,2099,404,0.0,1292.64,0.13,PayPal
288,5/4/25,1075,2025,401,1.0,0,0.15,Credit
289,5/4/25,1010,2040,403,3.0,138.16,0.02,Cash
290,5/4/25,1139,2060,403,0.0,1225.14,0.18,Cash
291,5/4/25,1192,2082,402,2.0,213.28,0.1,PayPal
292,5/4/25,1091,2099,401,2.0,1034.11,0.07,PayPal
293,5/4/25,1069,2015,403,3.0,2699.88,0.05,Cash
294,5/4/25,1102,2095,404,3.0,1472.37,0.02,Cash
295,5/4/25,1086,2023,404,3.0,3758.16,0.06,PayPal
296,5/4/25,1094,2066,403,0.0,1032.12,0.07,Credit
297,5/4/25,1186,2054,401,3.0,0,0.17,Cash
298,5/4/25,1154,2023,403,2.0,751.63,0.02,Credit
299,5/4/25,1026,2010,403,2.0,62.27,0.03,Credit
300,5/4/25,1078,2057,404,1.0,393.28,0.14,Credit
301,5/4/25,1176,2056,403,3.0,524.72,0.2,GiftCard
302,5/4/25,1010,2093,403,3.0,0,0.14,Credit
303,5/4/25,1070,2081,401,0.0,1492.44,0.18,PayPal
304,5/4/25,1171,2081,404,2.0,596.98,0.01,Cash
305,5/4/25,1131,2095,402,0.0,1472.37,0.1,Credit
306,5/4/25,1036,2077,404,0.0,1123.66,0.2,Credit
307,5/4/25,1032,2008,402,2.0,106.54,0.09,GiftCard
308,5/4/25,1092,2049,401,1.0,0,0.13,PayPal
309,5/4/25,1173,2057,403,2.0,349.58,0.18,PayPal
310,5/4/25,1113,2097,401,1.0,757.89,0.04,Cash
311,5/4/25,1135,2046,404,2.0,80.23,0.2,GiftCard
312,5/4/25,1166,2035,402,0.0,899.99,0.19,Cash
313,5/4/25,1006,2094,402,3.0,1480.05,0.14,GiftCard
314,5/4/25,1132,2049,401,2.0,1503.74,0.05,GiftCard
315,5/4/25,1198,2033,404,1.0,2257.88,0.03,GiftCard
316,5/4/25,1156,2036,404,1.0,784.73,0.15,Cash
317,5/4/25,1031,2017,401,3.0,0,0,PayPal
318,5/4/25,1044,2091,404,0.0,1811.58,0.12,Credit
319,5/4/25,1174,2040,403,0.0,34.54,0.08,GiftCard
320,5/4/25,1140,2069,403,2.0,557.74,0.12,GiftCard
321,5/4/25,1040,2091,402,2.0,724.63,0.12,Cash
322,5/4/25,1130,2028,401,1.0,574.15,0.2,Cash
323,5/4/25,1035,2030,404,0.0,339.94,0.1,Credit
324,5/4/25,1092,2070,403,3.0,102.54,0.18,Credit
325,5/4/25,1141,2016,401,0.0,0,0,PayPal
326,5/4/25,1079,2050,404,3.0,186.78,0,Cash
327,5/4/25,1196,2052,401,1.0,2632.54,0.19,PayPal
328,5/4/25,1081,2082,401,3.0,1066.4,0.15,GiftCard
329,5/4/25,1119,2087,403,1.0,0,0.14,Cash
330,5/4/25,1199,2070,402,1.0,30.76,0.12,Cash
331,5/4/25,1110,2064,401,0.0,0,0.05,Credit
332,5/4/25,1132,2019,403,1.0,1681.07,0.01,PayPal
333,5/4/25,1041,2041,402,2.0,643.37,0.05,Cash
334,5/4/25,1132,2036,401,2.0,348.77,0.2,GiftCard
335,5/4/25,1050,2081,403,1.0,2686.39,0.13,GiftCard
336,5/4/25,1160,2038,401,1.0,0,0.13,PayPal
337,5/4/25,1151,2074,402,1.0,1187.1,0.14,GiftCard
338,5/4/25,1168,2079,403,0.0,1901.08,0.06,PayPal
339,5/4/25,1007,2010,401,2.0,62.27,0.12,Credit
340,5/4/25,1166,2026,404,0.0,0,0.11,Credit
341,5/4/25,1127,2080,403,2.0,1997.42,0.02,GiftCard
342,5/4/25,1123,2031,404,2.0,1356.72,0.01,PayPal
343,5/4/25,1116,2009,401,1.0,119.36,0.04,Credit
344,5/4/25,1112,2053,404,3.0,0,0.07,GiftCard
345,5/4/25,1052,2043,402,2.0,698.76,0.01,PayPal
346,5/4/25,1183,2040,403,3.0,103.62,0.06,Cash
347,5/4/25,1033,2097,403,0.0,4210.5,0.1,Credit
348,5/4/25,1081,2030,404,0.0,339.94,0.01,GiftCard
349,5/4/25,1068,2057,402,1.0,1179.85,0.11,Credit
350,5/4/25,1024,2006,403,3.0,594,0.16,GiftCard
351,5/4/25,1157,2053,402,1.0,1098.27,0.07,Cash
352,5/4/25,1083,2073,403,1.0,2247.44,0.15,Cash
353,5/4/25,1195,2020,404,3.0,1879.15,0,GiftCard
354,5/4/25,1127,2039,404,0.0,1952.88,0.09,Credit
355,5/4/25,1023,2050,404,1.0,0,0.01,Credit
356,5/4/25,1055,2074,403,0.0,1978.5,0.2,PayPal
357,5/4/25,1012,2036,404,3.0,653.94,0.02,GiftCard
358,5/4/25,1073,2068,401,0.0,2460.72,0.15,Cash
359,5/4/25,1110,2017,403,2.0,370.96,0.04,GiftCard
360,5/4/25,1195,2051,403,0.0,117.32,0.15,Credit
361,5/4/25,1102,2006,402,2.0,792,0.19,Cash
362,5/4/25,1141,2036,401,3.0,871.92,0.14,GiftCard
363,5/4/25,1129,2057,403,0.0,1747.92,0.14,PayPal
364,5/4/25,1032,2012,404,2.0,997.1,0.01,PayPal
365,5/4/25,1086,2071,403,1.0,553.64,0.1,Cash
366,5/4/25,1050,2077,404,0.0,561.83,0.13,PayPal
367,5/4/25,1011,2004,402,2.0,0,0.15,Credit
368,5/4/25,1121,2066,404,1.0,0,0.17,GiftCard
369,5/4/25,1155,2065,402,2.0,1128.82,0.12,PayPal
370,5/4/25,1156,2040,402,3.0,138.16,0.1,Credit
371,5/4/25,1157,2094,403,2.0,1578.72,0.2,Credit
372,5/4/25,1129,2065,404,2.0,752.54,0.13,Credit
373,5/4/25,1121,2002,403,2.0,2771.2,0.09,PayPal
374,5/4/25,1172,2014,404,2.0,197.04,0.17,GiftCard
375,5/4/25,1185,2088,401,3.0,2128.05,0.08,Cash
376,5/4/25,1067,2083,402,0.0,0,0.18,PayPal
377,5/4/25,1149,2061,402,3.0,1199.52,0.08,Cash
378,5/4/25,1037,2087,402,0.0,318.64,0.11,Cash
379,5/4/25,1146,2089,401,1.0,744.34,0.02,PayPal
380,5/4/25,1004,2056,403,3.0,2098.88,0.12,GiftCard
381,5/4/25,1038,2052,402,3.0,2193.78,0.11,Cash
382,5/4/25,1128,2099,404,0.0,3877.92,0.08,GiftCard
383,5/4/25,1180,2017,402,2.0,741.92,0.14,Credit
384,5/4/25,1169,2061,404,2.0,319.87,0.04,Credit
385,5/4/25,1044,2058,403,2.0,1066.8,0.15,PayPal
386,5/4/25,1173,2098,403,3.0,3631.44,0.01,Cash
387,5/4/25,1049,2031,403,2.0,1356.72,0.07,Credit
388,5/4/25,1057,2038,403,1.0,2501.58,0.16,Credit
389,5/4/25,1176,2090,404,2.0,343.87,0.07,GiftCard
390,5/4/25,1122,2044,403,2.0,166.06,0.17,GiftCard
391,5/4/25,1031,2073,404,3.0,1498.29,0.14,Cash
392,5/4/25,1088,2098,402,2.0,726.29,0.1,Cash
393,5/4/25,1010,2036,401,2.0,348.77,0.2,PayPal
394,5/4/25,1113,2083,403,3.0,3072.64,0.1,Credit
395,5/4/25,1054,2025,403,2.0,671.09,0.02,Credit
396,5/4/25,1035,2013,402,1.0,1683.65,0.09,PayPal
397,5/4/25,1012,2085,402,1.0,217.94,0.04,Cash
398,5/4/25,1013,2012,404,2.0,1994.21,0.18,Cash
399,5/4/25,1183,2060,401,1.0,367.54,0.11,GiftCard
400,5/4/25,1001,2070,402,3.0,102.54,0,GiftCard
401,5/4/25,1167,2060,404,1.0,735.08,0.02,Credit
402,5/4/25,1193,2036,403,2.0,348.77,0.16,PayPal
403,5/4/25,1165,2007,401,1.0,0,0.2,PayPal
404,5/4/25,1136,2094,401,1.0,1776.06,0.07,PayPal
405,5/4/25,1106,2022,401,3.0,671.18,0.11,Cash
406,5/4/25,1126,2023,403,0.0,0,0.06,PayPal
407,5/4/25,1002,2038,401,2.0,1482.42,0.05,PayPal
408,5/4/25,1072,2058,404,1.0,1200.15,0.08,PayPal
409,5/4/25,1129,2059,403,1.0,1382.54,0.12,Cash
410,5/4/25,1028,2042,402,3.0,502.83,0.06,Cash
411,5/4/25,1165,2032,402,0.0,0,0.15,PayPal
412,5/4/25,1188,2043,403,1.0,1572.21,0.01,PayPal
413,5/4/25,1044,2078,404,3.0,426.03,0.05,GiftCard
414,5/4/25,1131,2041,401,3.0,3216.84,0.12,PayPal
415,5/4/25,1171,2012,402,1.0,1121.74,0.01,Credit
416,5/4/25,1122,2041,402,0.0,1608.42,0.02,GiftCard
417,5/4/25,1066,2049,402,3.0,0,0.07,GiftCard
418,5/4/25,1192,2034,403,2.0,326.81,0.13,Cash
419,5/4/25,1149,2092,401,2.0,1157.3,0.05,Credit
420,5/4/25,1167,2046,402,0.0,133.72,0.2,Credit
421,5/4/25,1170,2015,404,2.0,0,0.1,Credit
422,5/4/25,1040,2051,403,0.0,469.28,0.13,Cash
423,5/4/25,1163,2037,403,1.0,0,0.07,Cash
424,5/4/25,1056,2017,404,1.0,834.66,0.06,Credit
